sample_id,text,true_label,pred_small,pred_medium,pred_large,confidence_small,confidence_medium,confidence_large,latency_small_ms,latency_medium_ms,latency_large_ms,small_correct,medium_correct,large_correct,all_models_wrong,first_success_model,difficulty_level,estimated_routing_latency_ms
215,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",1,1,1,1,0.9931612014770508,0.9979491829872132,0.9987573623657228,21.53510000789538,61.4396000164561,176.894300035201,True,True,True,False,small,1,21.53510000789538
216,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,1,1,1,1,0.9964702129364014,0.9985606074333192,0.9988351464271544,23.02109997253865,60.08399999700487,169.38410000875592,True,True,True,False,small,1,23.02109997253865
217,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",0,0,0,0,0.9993721842765808,0.9673470258712769,0.998803734779358,25.508299993816763,69.71660000272095,180.550699995365,True,True,True,False,small,1,25.508299993816763
218,"all that 's missing is the spontaneity , originality and delight . ",0,0,0,1,0.8283104300498962,0.5171074271202087,0.9539982676506042,20.52050002384931,77.00189994648099,150.6605000467971,True,True,False,False,small,1,20.52050002384931
219,"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",1,1,1,1,0.9982423782348632,0.9994664788246156,0.998898983001709,22.903300006873906,70.84800000302494,177.04939999384806,True,True,True,False,small,1,22.903300006873906
220,the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,1,1,1,1,0.9913846254348756,0.9406955242156982,0.9989032745361328,26.544900028966367,57.49129998730496,198.62869998905808,True,True,True,False,small,1,26.544900028966367
221,my reaction in a word : disappointment . ,0,0,0,0,0.9997815489768982,0.9974068999290466,0.9993860721588136,18.528499989770356,37.45480003999546,177.87360004149377,True,True,True,False,small,1,18.528499989770356
222,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",1,1,1,1,0.998992383480072,0.9989305138587952,0.9988467693328856,25.16919997287914,58.098899957258254,227.2556999814697,True,True,True,False,small,1,25.16919997287914
223,"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ",1,1,1,1,0.9993698000907898,0.9947171807289124,0.9922453761100768,18.908799975179136,48.792899993713945,186.62280001444745,True,True,True,False,small,1,18.908799975179136
224,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ",1,1,1,1,0.999226689338684,0.998163640499115,0.9985389709472656,20.281400007661432,51.38409999199212,252.019300009124,True,True,True,False,small,1,20.281400007661432
225,"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",1,1,1,1,0.9997407793998718,0.9993220567703248,0.998836100101471,23.91180000267923,52.006400015670806,206.76430000457916,True,True,True,False,small,1,23.91180000267923
226,"of course , by more objective measurements it 's still quite bad . ",0,0,0,0,0.9997952580451964,0.9983845949172974,0.9994742274284364,21.21570002054796,43.17279998213053,176.45180004183203,True,True,True,False,small,1,21.21570002054796
227,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",1,1,1,1,0.9998724460601808,0.9996442794799804,0.998874008655548,19.693900016136467,53.33910003537312,229.13100000005213,True,True,True,False,small,1,19.693900016136467
228,it provides an honest look at a community striving to anchor itself in new grounds . ,1,1,1,1,0.9998124241828918,0.9995291233062744,0.9989256262779236,19.076700031291693,44.64919999008998,192.643299989868,True,True,True,False,small,1,19.076700031291693
229,this movie seems to have been written using mad-libs . ,0,0,0,0,0.999426245689392,0.998852014541626,0.9995020627975464,17.21350004663691,45.66900001373142,183.01269999938089,True,True,True,False,small,1,17.21350004663691
230,reign of fire looks as if it was made without much thought -- and is best watched that way . ,1,0,0,1,0.6403135061264038,0.9955412745475768,0.9859272241592408,20.67140000872314,53.26499999500811,296.3330000056885,False,False,True,False,large,3,370.26940000941977
231,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",1,1,1,1,0.999826967716217,0.999690055847168,0.998875081539154,28.6752000101842,63.261000032071024,224.934600002598,True,True,True,False,small,1,28.6752000101842
232,"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0,0,0,0,0.9929214119911194,0.998640477657318,0.9993025064468384,26.72970003914088,71.71089999610558,208.69400002993643,True,True,True,False,small,1,26.72970003914088
233,i 'd have to say the star and director are the big problems here . ,0,0,0,0,0.9995625615119934,0.994218111038208,0.9994518160820008,18.140100000891834,47.81309998361394,157.5526000233367,True,True,True,False,small,1,18.140100000891834
234,affleck and jackson are good sparring partners . ,1,1,1,1,0.9997979998588562,0.999387502670288,0.9987576007843018,17.114599992055446,42.5249999971129,146.69389999471605,True,True,True,False,small,1,17.114599992055446
235,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",1,1,1,1,0.9969412684440612,0.9987103939056396,0.9987826943397522,21.951100032310933,53.47730003995821,194.08149999799207,True,True,True,False,small,1,21.951100032310933
236,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,1,1,1,1,0.9984208345413208,0.9980194568634032,0.99848735332489,24.601100012660027,59.12330001592636,189.8000999935903,True,True,True,False,small,1,24.601100012660027
237,a by-the-numbers effort that wo n't do much to enhance the franchise . ,0,0,0,0,0.9994681477546692,0.9986133575439452,0.999496340751648,20.959799992851917,54.07379998359829,164.73080002469942,True,True,True,False,small,1,20.959799992851917
238,"an occasionally funny , but overall limp , fish-out-of-water story . ",0,0,0,0,0.9994884729385376,0.9969332218170166,0.9995075464248656,19.193699990864843,53.34359995322302,157.63849997892976,True,True,True,False,small,1,19.193699990864843
239,brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,1,1,1,1,0.9998552799224854,0.9996695518493652,0.99882572889328,20.011599990539253,49.28700003074482,157.30760002043098,True,True,True,False,small,1,20.011599990539253
240,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ",1,1,1,1,0.9976603984832764,0.9992396831512452,0.9988576173782348,20.440599997527897,52.38369997823611,169.46339997230098,True,True,True,False,small,1,20.440599997527897
241,it appears that something has been lost in the translation to the screen . ,0,0,0,0,0.9997418522834778,0.9982888102531432,0.9994813799858092,19.97329998994246,50.70630001137033,157.60520001640543,True,True,True,False,small,1,19.97329998994246
242,it all feels like a monty python sketch gone horribly wrong . ,0,0,0,0,0.9997819066047668,0.998706579208374,0.9994950294494628,21.83440001681447,43.16749999998137,181.30170000949877,True,True,True,False,small,1,21.83440001681447
243,the film tunes into a grief that could lead a man across centuries . ,1,0,1,1,0.9631164073944092,0.8487177491188049,0.9988248944282532,20.10219998192042,42.89350000908598,168.83510001935065,False,True,True,False,medium,2,62.995699991006404
244,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",1,1,1,1,0.9998823404312134,0.9997511506080629,0.9989184141159058,26.909600012004372,52.613899984862655,204.4664999702945,True,True,True,False,small,1,26.909600012004372
245,it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,1,1,1,1,0.9981143474578856,0.9951576590538024,0.9988813996315002,27.58880000328645,54.40979998093098,197.5638999720104,True,True,True,False,small,1,27.58880000328645
246,it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,1,1,1,1,0.999767005443573,0.9995342493057252,0.9988428354263306,26.08239999972284,60.7566999970004,200.07560000522065,True,True,True,False,small,1,26.08239999972284
247,"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0,0,0,0,0.9996933937072754,0.9967711567878724,0.9991057515144348,28.706900018732995,64.28580003557727,215.649800025858,True,True,True,False,small,1,28.706900018732995
248,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",1,0,0,1,0.9621611833572388,0.808324933052063,0.9987634420394896,21.566800016444176,53.3599000191316,168.66769996704534,False,False,True,False,large,3,243.59440000262111
249,huston nails both the glad-handing and the choking sense of hollow despair . ,1,1,1,1,0.8497822284698486,0.9617820382118224,0.9972963929176332,19.997900002636012,56.00020004203543,156.00860002450645,True,True,True,False,small,1,19.997900002636012
250,one of the more intelligent children 's movies to hit theaters this year . ,1,1,1,1,0.999734103679657,0.999663472175598,0.9987807869911194,19.944599946029484,50.271600019186735,155.44250002130866,True,True,True,False,small,1,19.944599946029484
251,the film tries too hard to be funny and tries too hard to be hip . ,0,0,0,0,0.9995842576026917,0.9982983469963074,0.9994924068450928,18.599600007291883,51.22299998765811,147.5246999762021,True,True,True,False,small,1,18.599600007291883
252,blanchett 's performance confirms her power once again . ,1,1,1,1,0.9998739957809448,0.9993778467178344,0.9988057613372804,19.44730000104755,41.60549998050556,132.25789996795356,True,True,True,False,small,1,19.44730000104755
253,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",0,0,0,1,0.98877614736557,0.8440463542938232,0.9786294102668762,24.181999964639544,45.45060003874824,186.6231999592856,True,True,False,False,small,1,24.181999964639544
254,attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,0,0,0,0,0.9997101426124572,0.9987708926200868,0.9995057582855223,21.402599988505244,47.298099962063134,157.62869996251538,True,True,True,False,small,1,21.402599988505244
255,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,0,0,0,0,0.999519109725952,0.9790281653404236,0.9984800219535828,20.015899965073917,48.979600018356,170.51369999535382,True,True,True,False,small,1,20.015899965073917
256,rarely has so much money delivered so little entertainment . ,0,0,0,0,0.9894986152648926,0.9942264556884766,0.9994975328445436,15.69169998401776,43.890300032217056,142.98330002930015,True,True,True,False,small,1,15.69169998401776
257,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0,0,0,0,0.9994311928749084,0.9986446499824524,0.9995008707046508,21.346700028516352,43.14219998195768,162.7149999840185,True,True,True,False,small,1,21.346700028516352
258,`` the time machine '' is a movie that has no interest in itself . ,0,0,0,0,0.999798595905304,0.9993509650230408,0.9994913339614868,22.332600026857108,41.47840000223368,160.66910000517964,True,True,True,False,small,1,22.332600026857108
259,a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,1,1,1,1,0.9997153878211976,0.999470055103302,0.9989114999771118,22.451700002420694,48.24819997884333,206.8919000448659,True,True,True,False,small,1,22.451700002420694
260,"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0,0,0,1,0.999314546585083,0.9572676420211792,0.990321695804596,23.478500021155924,47.35070001333952,189.30420000106096,True,True,False,False,small,1,23.478500021155924
261,"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ",1,1,1,1,0.9997488856315612,0.9992864727973938,0.9930747747421264,20.91120003024116,45.16109998803586,165.32879997976124,True,True,True,False,small,1,20.91120003024116
262,"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0,0,0,0,0.9997324347496032,0.9986057877540588,0.9994358420372008,25.99039999768138,53.48030000459403,206.30349998828024,True,True,True,False,small,1,25.99039999768138
263,"chilling , well-acted , and finely directed : david jacobson 's dahmer . ",1,1,1,1,0.99981290102005,0.9995476603507996,0.9988945126533508,23.13359995605424,43.626600003335625,159.53539998736233,True,True,True,False,small,1,23.13359995605424
264,"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0,0,0,0,0.9995558857917786,0.998728334903717,0.9987541437149048,22.32360001653433,46.95589997572824,156.09960001893342,True,True,True,False,small,1,22.32360001653433
265,"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0,0,0,0,0.999711573123932,0.9983686804771424,0.9994908571243286,26.240300037898123,48.82139997789636,169.75100000854582,True,True,True,False,small,1,26.240300037898123
266,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",1,0,0,0,0.9948379397392272,0.8471663594245911,0.9538204073905944,22.734500002115965,52.653899998404086,203.70359998196363,False,False,False,True,none,0,279.0919999824837
267,"it 's played in the most straight-faced fashion , with little humor to lighten things up . ",0,0,0,0,0.9759125709533693,0.9950356483459472,0.9994196891784668,20.390399964526296,45.14409997500479,170.94119999092072,True,True,True,False,small,1,20.390399964526296
268,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,0,0,0,0,0.9997665286064148,0.9987595081329346,0.9994964599609376,25.629099982324988,40.278100001160055,190.93450001673773,True,True,True,False,small,1,25.629099982324988
269,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0,0,0,0,0.9987209439277648,0.9898836016654968,0.999498724937439,21.82250004261732,45.90590001316741,167.5628999946639,True,True,True,False,small,1,21.82250004261732
270,dense with characters and contains some thrilling moments . ,1,1,1,1,0.999864101409912,0.9997007846832277,0.9988139867782592,17.17900001676753,34.46860000258312,154.06889998121187,True,True,True,False,small,1,17.17900001676753
271,as unseemly as its title suggests . ,1,0,0,1,0.9921696782112122,0.9981504082679749,0.923811674118042,16.714199970010668,36.32889996515587,143.02660000976175,False,False,True,False,large,3,196.0696999449283
272,it 's like watching a nightmare made flesh . ,0,0,0,0,0.9977481961250304,0.9853124022483826,0.9993840456008912,16.966900031547993,36.058600002434105,152.7258999994956,True,True,True,False,small,1,16.966900031547993
273,"minority report is exactly what the title indicates , a report . ",1,0,0,1,0.8573428988456726,0.9789248704910278,0.9862051606178284,16.775699972640723,39.05409999424592,162.6864999998361,False,False,True,False,large,3,218.51629996672273
274,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0,1,0,0,0.9963465332984924,0.7654863595962524,0.9949782490730286,28.826499998103827,50.92229996807873,223.99830003269017,False,True,True,False,medium,2,79.74879996618256
275,"an entertaining , colorful , action-filled crime story with an intimate heart . ",1,1,1,1,0.9998856782913208,0.9997791647911072,0.9989073276519777,21.367999957874417,42.09269996499643,170.09179998422042,True,True,True,False,small,1,21.367999957874417
276,"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ",1,1,1,1,0.9974378347396852,0.9969457983970642,0.9987383484840392,23.411599977407604,48.36140002589673,189.04319999273864,True,True,True,False,small,1,23.411599977407604
277,"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ",1,1,1,1,0.99982750415802,0.9996323585510254,0.99872225522995,22.89820002624765,46.64690000936389,169.92409998783842,True,True,True,False,small,1,22.89820002624765
278,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0,0,0,0,0.9992324113845824,0.99639493227005,0.9994544386863708,21.97960001649335,45.03899998962879,173.26890002004802,True,True,True,False,small,1,21.97960001649335
279,... with `` the bourne identity '' we return to the more traditional action genre . ,1,1,1,1,0.9951257109642028,0.9788416028022766,0.9977110624313354,22.972800012212247,40.27450003195554,153.62929995171726,True,True,True,False,small,1,22.972800012212247
280,"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",1,1,1,1,0.999865174293518,0.9987335801124572,0.9988002777099608,23.57810002285987,50.27639999752864,176.48339999141172,True,True,True,False,small,1,23.57810002285987
281,chokes on its own depiction of upper-crust decorum . ,0,0,0,0,0.9997203946113586,0.9978758096694946,0.9994932413101196,16.987699957098812,39.34810002101585,162.29419998126104,True,True,True,False,small,1,16.987699957098812
282,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",1,0,0,0,0.9986774325370787,0.9978981018066406,0.9995044469833374,21.476900030393157,49.30070001864806,194.70200000796467,False,False,False,True,none,0,265.4796000570059
283,a rewarding work of art for only the most patient and challenge-hungry moviegoers . ,1,1,1,1,0.999875783920288,0.9995695948600768,0.9985483288764954,22.677899978589267,47.532600001432,173.4167000395246,True,True,True,False,small,1,22.677899978589267
284,directed in a paint-by-numbers manner . ,0,0,0,0,0.997841477394104,0.9801613688468932,0.9994124174118042,18.522099999245256,38.990799977909774,166.1710999906063,True,True,True,False,small,1,18.522099999245256
285,k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,0,0,0,0,0.9941457509994508,0.986352801322937,0.995822548866272,21.650100010447204,47.9551000171341,172.9656999814324,True,True,True,False,small,1,21.650100010447204
286,"at its best , queen is campy fun like the vincent price horror classics of the '60s . ",1,1,1,1,0.9998302459716796,0.9990332126617432,0.9986101388931274,20.32319997670129,47.00189997674897,174.2466000141576,True,True,True,False,small,1,20.32319997670129
287,"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ",1,1,1,1,0.9998316764831544,0.9995705485343932,0.998908281326294,21.900199993979182,47.37690003821626,236.3438000320457,True,True,True,False,small,1,21.900199993979182
288,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,1,1,1,1,0.9997392296791076,0.999624490737915,0.9989344477653505,25.38880001520738,47.89820004953072,214.02499999385327,True,True,True,False,small,1,25.38880001520738
289,cool ? ,1,1,1,1,0.9966171383857728,0.9970773458480836,0.9940305352211,13.584300002548844,26.65710001019761,134.70289995893836,True,True,True,False,small,1,13.584300002548844
290,"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ",1,1,1,1,0.9998041987419128,0.9997361302375792,0.9988760352134703,22.498600010294467,43.35950000677258,202.50840001972392,True,True,True,False,small,1,22.498600010294467
291,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0,0,0,0,0.9877693057060242,0.9670936465263368,0.9994957447052002,24.171700002625585,50.99409999093041,208.62569997552785,True,True,True,False,small,1,24.171700002625585
292,the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0,1,1,0,0.992749035358429,0.8824014067649841,0.999247670173645,22.210199967958037,47.53750003874302,209.86170001560825,False,False,True,False,large,3,279.6094000223093
293,"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ",1,1,1,1,0.9997825026512146,0.999429166316986,0.9987564086914062,25.34299995750189,53.08300000615418,239.03579998295757,True,True,True,False,small,1,25.34299995750189
294,"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ",1,1,1,1,0.9994418025016784,0.999550998210907,0.9988763928413392,24.353499989956617,50.46649998985231,235.7769999653101,True,True,True,False,small,1,24.353499989956617
295,jones ... does offer a brutal form of charisma . ,1,1,1,0,0.9991148114204408,0.9992055296897888,0.9861899614334106,22.37540000351146,37.33600000850856,167.9730999749154,True,True,False,False,small,1,22.37540000351146
296,its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,0,0,0,0,0.9996036887168884,0.9958277344703674,0.9995040893554688,23.12040003016591,51.69009999372065,202.37880002241585,True,True,True,False,small,1,23.12040003016591
297,travels a fascinating arc from hope and euphoria to reality and disillusionment . ,1,1,1,1,0.998934805393219,0.9979666471481324,0.9988245368003844,20.411299949046224,40.30530003365129,172.9224000009708,True,True,True,False,small,1,20.411299949046224
298,serving sara does n't serve up a whole lot of laughs . ,0,0,0,0,0.9997041821479796,0.9990049004554749,0.99947851896286,20.427400013431907,40.309400006663054,166.7501000338234,True,True,True,False,small,1,20.427400013431907
299,"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ",1,1,1,1,0.9953573346138,0.9981523156166076,0.998607337474823,22.771799995098263,45.24020000826568,195.29599999077615,True,True,True,False,small,1,22.771799995098263
300,"fun , flip and terribly hip bit of cinematic entertainment . ",1,1,1,0,0.9998618364334106,0.9997411370277404,0.9984806180000304,22.72009995067492,41.42980003962293,162.3678000178188,True,True,False,False,small,1,22.72009995067492
301,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0,0,0,0,0.5160359740257263,0.97368061542511,0.994175136089325,27.12099999189377,56.991999968886375,217.0396999572404,True,True,True,False,small,1,27.12099999189377
302,the wild thornberrys movie is a jolly surprise . ,1,1,1,1,0.9998781681060792,0.9994314312934875,0.998722493648529,17.297099984716624,37.934500025585294,148.79130001645535,True,True,True,False,small,1,17.297099984716624
303,"entertains by providing good , lively company . ",1,1,1,1,0.9998875856399536,0.9997101426124572,0.998894989490509,16.931199992541224,32.3907999554649,155.49610002199188,True,True,True,False,small,1,16.931199992541224
304,"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . ",1,1,1,1,0.9996515512466432,0.9996175765991212,0.9988547563552856,20.662100054323677,50.16330000944436,206.48969995090735,True,True,True,False,small,1,20.662100054323677
305,what was once original has been co-opted so frequently that it now seems pedestrian . ,0,0,0,0,0.999085545539856,0.9976432919502258,0.9994847774505616,18.83499999530613,40.79489997820929,167.75829996913671,True,True,True,False,small,1,18.83499999530613
306,the story and structure are well-honed . ,1,1,1,1,0.9998040795326232,0.9993435740470886,0.998791754245758,17.423999961465597,38.40139997191727,150.0817000051029,True,True,True,False,small,1,17.423999961465597
307,"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role . ",1,1,1,1,0.9998283386230468,0.9997149109840392,0.9989113807678224,22.91920001152903,47.9297999991104,170.11060001095757,True,True,True,False,small,1,22.91920001152903
308,an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . ,1,1,1,0,0.9978646636009216,0.9996553659439088,0.9960098266601562,20.159700012300164,42.986399959772825,179.2235000175424,True,True,False,False,small,1,20.159700012300164
309,the second coming of harry potter is a film far superior to its predecessor . ,1,1,1,1,0.9998064637184144,0.9992762207984924,0.9987480640411376,19.331599993165582,43.11159998178482,244.60960004944357,True,True,True,False,small,1,19.331599993165582
310,"if you can stomach the rough content , it 's worth checking out for the performances alone . ",1,1,1,1,0.99977046251297,0.9979649782180786,0.9988835453987122,19.231699989177287,40.43669998645783,199.83869994757697,True,True,True,False,small,1,19.231699989177287
311,"a warm , funny , engaging film . ",1,1,1,1,0.9998806715011596,0.9997690320014954,0.9989068508148192,17.640399979427457,30.154100037179887,156.96110000135377,True,True,True,False,small,1,17.640399979427457
312,i 'll bet the video game is a lot more fun than the film . ,0,1,1,0,0.9977486729621888,0.9405282139778136,0.9980883002281188,22.835500014480203,38.990799977909774,175.31750001944602,False,False,True,False,large,3,237.143800011836
313,the best film about baseball to hit theaters since field of dreams . ,1,1,1,1,0.9998617172241212,0.9997164607048036,0.998595416545868,25.212100008502603,42.84090001601726,179.18279999867082,True,True,True,False,small,1,25.212100008502603
314,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ,1,1,1,1,0.999879002571106,0.9996670484542848,0.9989223480224608,22.588000050745904,40.98099999828264,196.3922999566421,True,True,True,False,small,1,22.588000050745904
315,"complete lack of originality , cleverness or even visible effort ",0,0,0,0,0.9997922778129578,0.9990230798721312,0.999497890472412,19.37850000103936,37.11430000839755,167.38090000580996,True,True,True,False,small,1,19.37850000103936
316,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ",1,1,1,1,0.9998847246170044,0.999642252922058,0.9988769888877868,21.152400004211813,45.16229999717325,187.96469998778772,True,True,True,False,small,1,21.152400004211813
317,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",1,1,1,1,0.9998759031295776,0.999693751335144,0.9989185333251952,24.31040001101792,45.616400020662695,221.3952000020072,True,True,True,False,small,1,24.31040001101792
318,hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ,0,0,0,0,0.9934966564178468,0.997638702392578,0.9994970560073853,24.823800020385534,46.88809998333454,210.47400002134964,True,True,True,False,small,1,24.823800020385534
319,too much of it feels unfocused and underdeveloped . ,0,0,0,0,0.999767243862152,0.9988866448402404,0.9995050430297852,20.266300009097904,42.36230003880337,171.3111000135541,True,True,True,False,small,1,20.266300009097904
320,a deep and meaningful film . ,1,1,1,1,0.9998797178268432,0.9997689127922058,0.998910903930664,15.508199983742088,36.04370000539348,160.94169998541474,True,True,True,False,small,1,15.508199983742088
321,but it could have been worse . ,0,0,0,0,0.9952256679534912,0.9931731820106506,0.9964802861213684,18.893000029493123,35.156400001142174,142.42190000368282,True,True,True,False,small,1,18.893000029493123
322,that 's pure pr hype . ,0,0,0,0,0.9973944425582886,0.9961987137794496,0.990563988685608,20.22030000807717,31.43360000103712,129.48830000823364,True,True,True,False,small,1,20.22030000807717
323,a painfully funny ode to bad behavior . ,1,1,1,1,0.99700528383255,0.9737250208854676,0.9985514283180236,21.00299997255206,33.40449999086559,148.76700000604615,True,True,True,False,small,1,21.00299997255206
324,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",1,0,1,0,0.9496975541114808,0.5367745757102966,0.982030749320984,25.36450000479817,51.8824000027962,190.9816999686882,False,True,False,False,medium,2,77.24690000759438
325,"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image . ",1,1,1,1,0.9998056292533876,0.9986153841018676,0.9983407258987428,20.665900025051087,48.24669996742159,199.2220000247471,True,True,True,False,small,1,20.665900025051087
326,a beguiling splash of pastel colors and prankish comedy from disney . ,1,1,1,1,0.9994012117385864,0.9995988011360168,0.9987117052078248,20.697400032076985,41.25810001278296,171.17589997360483,True,True,True,False,small,1,20.697400032076985
327,"it proves quite compelling as an intense , brooding character study . ",1,1,1,1,0.9997699856758118,0.9996700286865234,0.9988065958023072,21.297600003890693,38.50810002768412,173.87380002764985,True,True,True,False,small,1,21.297600003890693
328,an unwise amalgam of broadcast news and vibes . ,0,0,0,0,0.9884937405586244,0.9989684820175172,0.9994275569915771,21.71729999827221,41.19199997512624,176.86800000956282,True,True,True,False,small,1,21.71729999827221
329,"utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ",0,0,0,0,0.999790370464325,0.9991888403892516,0.9995068311691284,23.592600016854703,40.94159998930991,183.9136000489816,True,True,True,False,small,1,23.592600016854703
330,and that leaves a hole in the center of the salton sea . ,0,0,0,0,0.9984146356582642,0.9955220222473145,0.9970633387565612,20.249799999874085,38.479600043501705,155.9947999776341,True,True,True,False,small,1,20.249799999874085
331,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,1,1,1,1,0.9996032118797302,0.9994683861732484,0.9988422989845276,21.552000020165,42.78679995331913,165.8737999969162,True,True,True,False,small,1,21.552000020165
332,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ,1,1,1,1,0.9728389978408812,0.9737138152122498,0.9988051652908324,22.71859999746084,47.261100029572845,172.67759999958798,True,True,True,False,small,1,22.71859999746084
333,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",1,1,1,1,0.9984666109085084,0.9992990493774414,0.7663738131523132,21.112099988386035,45.02439999487251,177.96800000360236,True,True,True,False,small,1,21.112099988386035
