text,true_label,pred_label,chosen_model,confidence,num_models_used,total_latency_ms
reign of fire looks as if it was made without much thought -- and is best watched that way . ,1,0,medium,0.9955412745475769,2,33.2238750000009
"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",1,1,small,0.999826967716217,1,12.633292000000296
"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0,0,small,0.9929214119911194,1,11.981625000000662
i 'd have to say the star and director are the big problems here . ,0,0,small,0.9995625615119934,1,12.344917000000066
affleck and jackson are good sparring partners . ,1,1,small,0.9997979998588562,1,18.701709000000122
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",1,1,small,0.9969412684440613,1,16.44479199999971
not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,1,1,small,0.9984208345413208,1,17.27004199999982
a by-the-numbers effort that wo n't do much to enhance the franchise . ,0,0,small,0.9994681477546692,1,15.79624999999929
"an occasionally funny , but overall limp , fish-out-of-water story . ",0,0,small,0.9994884729385376,1,15.160041999999763
brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,1,1,small,0.9998552799224854,1,15.523790999999676
"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ",1,1,small,0.9976603984832764,1,15.113708000001225
it appears that something has been lost in the translation to the screen . ,0,0,small,0.9997418522834778,1,14.559500000000725
it all feels like a monty python sketch gone horribly wrong . ,0,0,small,0.9997819066047668,1,14.854207999999147
the film tunes into a grief that could lead a man across centuries . ,1,0,small,0.9631164073944092,1,13.29212500000132
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",1,1,small,0.9998823404312134,1,17.44670799999959
it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,1,1,small,0.9981143474578857,1,15.301667000001018
it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,1,1,small,0.999767005443573,1,19.458540999998775
"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0,0,small,0.9996933937072754,1,18.414542000000367
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",1,0,small,0.9621614217758179,1,14.958416000000696
huston nails both the glad-handing and the choking sense of hollow despair . ,1,1,medium,0.9617821574211121,2,46.292249000000396
one of the more intelligent children 's movies to hit theaters this year . ,1,1,small,0.999734103679657,1,14.39429200000042
the film tries too hard to be funny and tries too hard to be hip . ,0,0,small,0.9995842576026917,1,15.356084000000436
blanchett 's performance confirms her power once again . ,1,1,small,0.9998739957809448,1,22.039125000000936
"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",0,0,small,0.9887760877609253,1,13.594416000000109
attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,0,0,small,0.9997101426124573,1,12.404207999999528
no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,0,0,small,0.9995191097259521,1,12.13912499999914
rarely has so much money delivered so little entertainment . ,0,0,small,0.9894986152648926,1,19.326916999999
taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0,0,small,0.9994311928749084,1,16.986959000000468
`` the time machine '' is a movie that has no interest in itself . ,0,0,small,0.999798595905304,1,15.44116600000045
a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,1,1,small,0.9997155070304871,1,16.40504100000051
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0,0,small,0.999314546585083,1,14.661792000000062
"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ",1,1,small,0.9997488856315613,1,15.06920799999989
"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0,0,small,0.9997324347496033,1,45.55133300000058
"chilling , well-acted , and finely directed : david jacobson 's dahmer . ",1,1,small,0.99981290102005,1,13.534333000000842
"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0,0,small,0.9995558857917786,1,12.497165999999282
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0,0,small,0.9997115731239319,1,13.833166999999591
"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",1,0,small,0.9948379397392273,1,15.689125000001525
"it 's played in the most straight-faced fashion , with little humor to lighten things up . ",0,0,small,0.9759126901626587,1,13.40208299999901
a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,0,0,small,0.9997665286064148,1,15.149791999998996
"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0,0,small,0.9987209439277649,1,15.43970900000069
dense with characters and contains some thrilling moments . ,1,1,small,0.9998641014099121,1,22.082916000000452
as unseemly as its title suggests . ,1,0,small,0.9921696782112122,1,22.187415999999516
it 's like watching a nightmare made flesh . ,0,0,small,0.9977481961250305,1,23.45508400000007
"minority report is exactly what the title indicates , a report . ",1,0,medium,0.9789247512817383,2,51.39737400000044
"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0,1,small,0.9963465332984924,1,34.92008299999938
"an entertaining , colorful , action-filled crime story with an intimate heart . ",1,1,small,0.9998856782913208,1,7.910791999998779
"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ",1,1,small,0.9974378347396851,1,8.21537500000069
"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ",1,1,small,0.99982750415802,1,7.92758400000082
basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0,0,small,0.9992324113845825,1,8.328666000000595
... with `` the bourne identity '' we return to the more traditional action genre . ,1,1,small,0.9951257109642029,1,7.885542000000356
"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",1,1,small,0.9998651742935181,1,7.868208999999737
chokes on its own depiction of upper-crust decorum . ,0,0,small,0.9997203946113586,1,8.38687499999935
"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",1,0,small,0.9986774325370789,1,8.770791999999972
a rewarding work of art for only the most patient and challenge-hungry moviegoers . ,1,1,small,0.9998757839202881,1,7.596749999999375
directed in a paint-by-numbers manner . ,0,0,small,0.997841477394104,1,9.703750000001676
k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,0,0,small,0.9941457509994507,1,7.618457999999606
"at its best , queen is campy fun like the vincent price horror classics of the '60s . ",1,1,small,0.9998302459716797,1,6.460457999999392
"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ",1,1,small,0.9998316764831543,1,8.909707999999128
the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,1,1,small,0.9997392296791077,1,8.020166999999745
cool ? ,1,1,small,0.943077027797699,1,9.88108400000165
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ",1,1,small,0.9998041987419128,1,8.114791000000565
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0,0,small,0.9877691864967346,1,8.601291999999816
the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0,1,small,0.992749035358429,1,8.242875000000538
"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ",1,1,small,0.9997825026512146,1,9.640749999999088
"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ",1,1,small,0.9994418025016785,1,40.94537499999973
jones ... does offer a brutal form of charisma . ,1,1,small,0.9991148114204407,1,8.471916999999607
its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,0,0,small,0.9996036887168884,1,8.781750000000699
travels a fascinating arc from hope and euphoria to reality and disillusionment . ,1,1,small,0.998934805393219,1,7.992665999999815
serving sara does n't serve up a whole lot of laughs . ,0,0,small,0.9997041821479797,1,7.908124999998378
"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ",1,1,small,0.9953573346138,1,9.025292000000462
"fun , flip and terribly hip bit of cinematic entertainment . ",1,1,small,0.9998618364334106,1,13.533124999998591
"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0,0,medium,0.9736803770065308,2,36.12912500000043
the wild thornberrys movie is a jolly surprise . ,1,1,small,0.9998781681060791,1,16.814582999998606
"entertains by providing good , lively company . ",1,1,small,0.9998875856399536,1,20.62316700000011
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . ",1,1,small,0.9996515512466431,1,18.087250000000665
what was once original has been co-opted so frequently that it now seems pedestrian . ,0,0,small,0.999085545539856,1,17.602916999999607
the story and structure are well-honed . ,1,1,small,0.9998040795326233,1,23.245125000000755
"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role . ",1,1,small,0.9998283386230469,1,16.8136669999992
an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . ,1,1,small,0.9978646636009216,1,15.558999999999656
the second coming of harry potter is a film far superior to its predecessor . ,1,1,small,0.9998064637184143,1,20.74933299999948
"if you can stomach the rough content , it 's worth checking out for the performances alone . ",1,1,small,0.99977046251297,1,15.795750000000552
"a warm , funny , engaging film . ",1,1,small,0.9998806715011597,1,21.415166000000596
i 'll bet the video game is a lot more fun than the film . ,0,1,small,0.9977486729621887,1,15.833999999999904
the best film about baseball to hit theaters since field of dreams . ,1,1,small,0.9998617172241211,1,15.411207999999732
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ,1,1,small,0.999879002571106,1,14.661541999998917
"complete lack of originality , cleverness or even visible effort ",0,0,small,0.9997922778129578,1,13.950417000000215
"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ",1,1,small,0.9998847246170044,1,16.587708999999506
"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",1,1,small,0.9998759031295776,1,14.62487500000087
hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ,0,0,small,0.9934967756271362,1,14.908958999999555
too much of it feels unfocused and underdeveloped . ,0,0,small,0.9997672438621521,1,16.06045800000011
a deep and meaningful film . ,1,1,small,0.9997276663780212,1,21.916874999998726
but it could have been worse . ,0,0,small,0.9952256679534912,1,22.96941699999877
that 's pure pr hype . ,0,0,small,0.9973944425582886,1,25.094167000000667
a painfully funny ode to bad behavior . ,1,1,small,0.99700528383255,1,23.890458999998643
"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",1,0,small,0.9496973156929016,1,15.686000000000533
"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image . ",1,1,small,0.9998056292533875,1,12.099709000001013
a beguiling splash of pastel colors and prankish comedy from disney . ,1,1,small,0.9994012117385864,1,9.249916999999996
"it proves quite compelling as an intense , brooding character study . ",1,1,small,0.9997699856758118,1,8.817957999999848
an unwise amalgam of broadcast news and vibes . ,0,0,small,0.9884937405586243,1,9.525332999999137
"utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ",0,0,small,0.999790370464325,1,9.633499999999628
and that leaves a hole in the center of the salton sea . ,0,0,small,0.9984146356582642,1,8.515582999999438
the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,1,1,small,0.9996032118797302,1,7.993958000000134
broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ,1,1,small,0.9728389978408813,1,8.521457999998816
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",1,1,small,0.9984666109085083,1,8.9207499999997
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure . ",1,1,small,0.9997727274894714,1,36.857458000000065
"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here . ",0,0,small,0.9990684390068054,1,7.973250000000931
"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ",1,1,small,0.9998632669448853,1,10.057790999999483
... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,0,0,small,0.9998096823692322,1,7.28129200000005
"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . ",0,0,small,0.9884479641914368,1,9.368207999999711
if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,1,1,small,0.9997448325157166,1,7.023667000000344
"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",0,0,small,0.9978379607200623,1,10.101667000000703
it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,1,1,small,0.9568811058998108,1,7.1875419999987145
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy . ",0,0,small,0.9976773858070374,1,10.199915999999476
no way i can believe this load of junk . ,0,0,small,0.999742329120636,1,12.416999999999234
"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ",1,1,small,0.999556839466095,1,10.590209000000073
"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ",1,1,small,0.9997206330299377,1,30.807500000001653
"not only unfunny , but downright repellent . ",0,0,small,0.9960511326789856,1,10.027708000000857
"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them . ",0,0,small,0.9997444748878479,1,8.212125000000015
just one bad idea after another . ,0,0,small,0.9997321963310242,1,14.295667000000734
... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock . ,0,0,small,0.9970731735229492,1,15.754624999999578
"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ",0,0,small,0.9979621171951294,1,12.64820800000166
"( næs ) directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage . ",1,1,small,0.9998282194137573,1,16.531708000000478
"a swashbuckling tale of love , betrayal , revenge and above all , faith . ",1,1,small,0.9996774196624756,1,16.502875000000472
"for movie lovers as well as opera lovers , tosca is a real treat . ",1,1,small,0.9998812675476074,1,16.60858300000001
"the film is quiet , threatening and unforgettable . ",1,1,small,0.9996365308761597,1,13.416333000000336
there is no pleasure in watching a child suffer . ,0,0,small,0.9993324875831604,1,17.031666999999473
"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . ",0,1,small,0.9715964198112488,1,15.158500000000075
stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . ,0,0,small,0.992774486541748,1,14.342334000000179
( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ,1,0,small,0.9897913932800293,1,16.197416999998993
"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential . ",1,1,small,0.999652624130249,1,15.476041999999524
` easily my choice for one of the year 's best films . ' ,1,1,small,0.9997192025184631,1,16.91212499999928
"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ",0,0,small,0.9998056292533875,1,15.4739579999994
"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul . ",1,1,small,0.998489260673523,1,19.065333999998657
it 's a grab bag of genres that do n't add up to a whole lot of sense . ,0,0,small,0.9997567534446716,1,16.178499999998763
"instead of hiding pinocchio from critics , miramax should have hidden it from everyone . ",0,0,small,0.9963623881340027,1,15.159792000000394
"portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama . ",0,0,small,0.9917422533035278,1,16.739499999999907
"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece . ",1,1,small,0.999795138835907,1,16.400875000000426
there has always been something likable about the marquis de sade . ,1,1,small,0.999489426612854,1,19.138791999999683
"the humor is forced and heavy-handed , and occasionally simply unpleasant . ",0,0,small,0.9996163845062256,1,16.526958000000036
"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . ",1,1,small,0.9991181492805481,1,22.90024999999929
"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ",0,0,small,0.9997214674949646,1,22.300791999999348
"for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions . ",1,1,small,0.9988870024681091,1,19.587582999999853
"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's rousing score make good use of the hefty audio system . ",1,1,small,0.9991909861564636,1,22.784417000000445
not since freddy got fingered has a major release been so painful to sit through . ,0,0,small,0.9959283471107483,1,17.88258300000045
"the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty . ",0,0,small,0.9997555613517761,1,16.358749999998423
we have n't seen such hilarity since say it is n't so ! ,1,0,small,0.9446526169776917,1,16.10595900000078
to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be . ,0,0,small,0.9996867179870605,1,13.786958000000737
nothing is sacred in this gut-buster . ,0,0,small,0.9990690350532532,1,18.106832999999156
"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot . ",0,0,small,0.9997676014900208,1,17.500749999999954
tries to add some spice to its quirky sentiments but the taste is all too familiar . ,0,0,small,0.9996113181114197,1,14.227791999999795
"at its worst , it implodes in a series of very bad special effects . ",0,0,small,0.9998109936714172,1,14.76254099999963
"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises . ",1,1,small,0.999751627445221,1,17.085666999999916
a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,0,0,small,0.9969457983970642,1,12.334042000000878
"a warm but realistic meditation on friendship , family and affection . ",1,1,small,0.9998738765716553,1,16.415832999999935
"at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ",0,0,small,0.9995095729827881,1,20.172957999999852
"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . ",0,0,small,0.944682240486145,1,17.180291000000736
it 's a remarkably solid and subtly satirical tour de force . ,1,1,small,0.9998778104782104,1,14.967957999999726
director andrew niccol ... demonstrates a wry understanding of the quirks of fame . ,1,1,small,0.9998179078102112,1,12.028958000000145
when leguizamo finally plugged an irritating character late in the movie . ,0,0,small,0.9992913007736206,1,16.554833000000713
"thekids will probably stay amused at the kaleidoscope of big , colorful characters . ",1,1,small,0.9928481578826904,1,15.282457999999721
"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . ",0,0,small,0.9997885823249817,1,15.28337499999921
... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . ,0,0,small,0.9995707869529724,1,16.323416000000535
"an overemphatic , would-be wacky , ultimately tedious sex farce . ",0,0,small,0.9996065497398376,1,10.690124999999995
it all adds up to good fun . ,1,1,small,0.9998838901519775,1,12.36266699999966
"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting . ",1,1,small,0.999407172203064,1,6.113624999999345
another in-your-face wallow in the lower depths made by people who have never sung those blues . ,0,0,medium,0.9711276292800903,2,18.083498999999392
"a very well-made , funny and entertaining picture . ",1,1,small,0.9998832941055298,1,7.7198749999993765
"it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children . ",1,1,small,0.9998564720153809,1,11.462084000001482
"despite its title , punch-drunk love is never heavy-handed . ",1,1,small,0.9991305470466614,1,5.511207999999712
"if director michael dowse only superficially understands his characters , he does n't hold them in contempt . ",0,1,small,0.9336618185043335,1,6.296290999999954
it 's refreshing to see a girl-power movie that does n't feel it has to prove anything . ,1,1,small,0.9969967603683472,1,10.59449999999984
"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine ",1,1,small,0.9820699691772461,1,5.150165999999956
"however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust . ",0,0,small,0.9988963603973389,1,5.771208000000527
as vulgar as it is banal . ,0,0,small,0.9997628331184387,1,8.019457999999702
zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,1,1,small,0.999812662601471,1,9.71745800000079
"outer-space buffs might love this film , but others will find its pleasures intermittent . ",0,0,large,0.9985596537590027,3,94.91662499999975
"maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy . ",1,1,small,0.9991280436515808,1,7.08395899999914
more whiny downer than corruscating commentary . ,0,0,small,0.9990591406822205,1,6.601584000000216
"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",0,0,small,0.9990696310997009,1,5.5342080000002625
"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue . ",0,0,small,0.9998155236244202,1,6.158209000000525
what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . ,1,1,small,0.9994850158691406,1,6.401249999999692
"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ",0,1,small,0.9368138909339905,1,5.546666000000755
the movie 's accumulated force still feels like an ugly knot tightening in your stomach . ,0,0,small,0.9870333671569824,1,5.925082999999276
at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,0,0,small,0.9997491240501404,1,5.624040999999025
"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience . ",1,1,small,0.9998284578323364,1,5.106917000000877
"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ",1,1,small,0.9998511075973511,1,6.372999999999962
a giggle a minute . ,1,1,small,0.9786778688430786,1,8.752082999999189
"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity . ",1,1,small,0.9997938275337219,1,5.676333000000255
"the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained . ",1,1,small,0.9984210729598999,1,7.707125000001369
i 'm just too bored to care . ,0,0,small,0.9997988343238831,1,8.037250000000995
"one of the more irritating cartoons you will see this , or any , year . ",0,0,small,0.9989786148071289,1,5.926541000000896
it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,1,1,small,0.9977983236312866,1,6.157292000001036
"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . ",1,1,large,0.9985201954841614,3,103.98416700000013
i am sorry that i was unable to get the full brunt of the comedy . ,0,0,small,0.9996967315673828,1,6.147624999998769
a good piece of work more often than not . ,1,1,small,0.9998694658279419,1,9.508332999999425
"while the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor . ",1,1,small,0.9995916485786438,1,6.266375000000934
"charles ' entertaining film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",1,1,small,0.9997621178627014,1,7.156542000000599
"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order ",1,1,small,0.9998067021369934,1,8.171416999999792
"beautifully observed , miraculously unsentimental comedy-drama . ",1,1,small,0.999866247177124,1,6.84187499999922
"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . ",0,0,small,0.9997702240943909,1,8.004500000000192
"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters . ",1,1,small,0.9998704195022583,1,7.422583000000316
should have been someone else - ,0,0,small,0.996874213218689,1,12.236291000000676
coughs and sputters on its own postmodern conceit . ,0,0,small,0.9996868371963501,1,7.292666999999753
"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ",1,1,small,0.999321699142456,1,8.677665999998752
almost gags on its own gore . ,0,0,small,0.9941983222961426,1,10.371082999999004
a marvel like none you 've seen . ,1,1,small,0.9997344613075256,1,11.246500000000381
"trite , banal , cliched , mostly inoffensive . ",0,0,small,0.99979168176651,1,7.982207999999602
"immersing us in the endlessly inventive , fiercely competitive world of hip-hop djs , the project is sensational and revelatory , even if scratching makes you itch . ",1,1,small,0.9998537302017212,1,9.274125000001021
"the movie has an infectious exuberance that will engage anyone with a passing interest in the skate/surf culture , the l.a. beach scene and the imaginative ( and sometimes illegal ) ways kids can make a playground out of the refuse of adults . ",1,1,small,0.9995505213737488,1,12.454875000001309
yakusho and shimizu ... create engaging characterizations in imamura 's lively and enjoyable cultural mix . ,1,1,small,0.9998868703842163,1,8.57625000000084
"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you 're going from one room to the next and none of them have any relation to the other . ",1,1,medium,0.9926384687423706,2,39.71679299999842
"there is very little dread or apprehension , and though i like the creepy ideas , they are not executed with anything more than perfunctory skill . ",0,0,small,0.9955060482025146,1,9.398666000000944
the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy . ,0,0,small,0.9965368509292603,1,9.499833999999652
"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ",1,1,small,0.9998610019683838,1,12.515458999999396
"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes ",0,0,small,0.9776001572608948,1,8.774209000000255
"even in its most tedious scenes , russian ark is mesmerizing . ",1,1,small,0.9992427825927734,1,9.95487500000003
"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . ",0,1,small,0.9910392165184021,1,14.35112500000102
"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . ",1,1,small,0.9974048733711243,1,8.654333000000847
"something akin to a japanese alice through the looking glass , except that it seems to take itself far more seriously . ",1,1,large,0.9979713559150696,3,83.57749999999875
oh come on . ,0,1,small,0.9542920589447021,1,21.008625000000336
"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate . ",1,1,small,0.9998278617858887,1,8.938249999999925
"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ",1,1,small,0.9996862411499023,1,7.803457999999708
"it 's clear the filmmakers were n't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . ",0,0,small,0.999810516834259,1,9.225916000000112
"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ",1,1,small,0.9969602227210999,1,7.776167000001166
"even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure . ",0,0,small,0.9841540455818176,1,6.921625000000375
"( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters . ",1,1,small,0.9998486042022705,1,7.922541999999311
"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ",0,0,small,0.9953475594520569,1,7.708666999999281
